,Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,cluster,db,Diagnosis
3394,phosphatidic acid biosynthetic process (GO:0006654),Jan-40,0.882873177,0.922129317,0,0,0.465524878,0.057992164,GPAM,All,GO_Biological_Process_2018,HET
3395,intraciliary transport involved in cilium assembly (GO:0035735),Jan-40,0.882873177,0.922129317,0,0,0.465524878,0.057992164,IFT80,All,GO_Biological_Process_2018,HET
3396,autophagy of mitochondrion (GO:0000422),Jan-40,0.882873177,0.922129317,0,0,0.465524878,0.057992164,ATG9B,All,GO_Biological_Process_2018,HET
3397,protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0042787),Feb-70,0.886235283,0.924280079,0,0,0.533678025,0.064453793,MYLIP;ENC1,All,GO_Biological_Process_2018,HET
3398,Rab protein signal transduction (GO:0032482),Feb-70,0.886235283,0.924280079,0,0,0.533678025,0.064453793,RAB31;RAB7B,All,GO_Biological_Process_2018,HET
3399,snRNA transcription (GO:0009301),Feb-70,0.886235283,0.924280079,0,0,0.533678025,0.064453793,INTS12;TAF9,All,GO_Biological_Process_2018,HET
3400,snRNA transcription from RNA polymerase II promoter (GO:0042795),Feb-70,0.886235283,0.924280079,0,0,0.533678025,0.064453793,INTS12;TAF9,All,GO_Biological_Process_2018,HET
3401,stress-activated protein kinase signaling cascade (GO:0031098),Feb-70,0.886235283,0.924280079,0,0,0.533678025,0.064453793,MAP3K1;CCDC88C,All,GO_Biological_Process_2018,HET
3402,protein modification by small protein conjugation (GO:0032446),16/398,0.887776656,0.925252319,0,0,0.757556447,0.090175794,MYLIP;ARRDC1;RNF26;KLHL32;MUL1;KLHL3;KLHDC7B;PEX12;BACH1;HIF1A;RNF213;ENC1;RACK1;KBTBD8;RNF220;NFE2L2,All,GO_Biological_Process_2018,HET
3403,regulation of substrate adhesion-dependent cell spreading (GO:1900024),Jan-41,0.888993488,0.925252319,0,0,0.453862764,0.053403929,PDPN,All,GO_Biological_Process_2018,HET
3404,positive regulation of viral transcription (GO:0050434),Jan-41,0.888993488,0.925252319,0,0,0.453862764,0.053403929,LEF1,All,GO_Biological_Process_2018,HET
3405,sensory perception of bitter taste (GO:0050913),Jan-41,0.888993488,0.925252319,0,0,0.453862764,0.053403929,RTP4,All,GO_Biological_Process_2018,HET
3406,phosphatidic acid metabolic process (GO:0046473),Jan-41,0.888993488,0.925252319,0,0,0.453862764,0.053403929,GPAM,All,GO_Biological_Process_2018,HET
3407,positive regulation of cell division (GO:0051781),Jan-41,0.888993488,0.925252319,0,0,0.453862764,0.053403929,SIRT2,All,GO_Biological_Process_2018,HET
3408,telomere organization (GO:0032200),Jan-41,0.888993488,0.925252319,0,0,0.453862764,0.053403929,ZNF365,All,GO_Biological_Process_2018,HET
3409,nuclear import (GO:0051170),Feb-71,0.890960652,0.927027701,0,0,0.525915716,0.060719607,NXT1;STAT3,All,GO_Biological_Process_2018,HET
3410,histone modification (GO:0016570),Mar-98,0.891408961,0.927222166,0,0,0.572732794,0.065836761,EYA4;HDAC9;SIRT2,All,GO_Biological_Process_2018,HET
3411,"transcription, DNA-templated (GO:0006351)",14/356,0.892474373,0.928058224,0,0,0.740541831,0.084242172,EGR1;CEBPA;LEF1;TAF9;NFATC1;GATA2;TTF1;HIF1A;XAB2;BCL3;HIVEP1;HIVEP2;MNAT1;NFE2L2,All,GO_Biological_Process_2018,HET
3412,cellular response to radiation (GO:0071478),Jan-42,0.894794274,0.929380759,0,0,0.442769533,0.049218902,RHOB,All,GO_Biological_Process_2018,HET
3413,glycolipid biosynthetic process (GO:0009247),Jan-42,0.894794274,0.929380759,0,0,0.442769533,0.049218902,ST8SIA6,All,GO_Biological_Process_2018,HET
3414,regulation of telomerase activity (GO:0051972),Jan-42,0.894794274,0.929380759,0,0,0.442769533,0.049218902,GRHL2,All,GO_Biological_Process_2018,HET
3415,translesion synthesis (GO:0019985),Jan-42,0.894794274,0.929380759,0,0,0.442769533,0.049218902,DTL,All,GO_Biological_Process_2018,HET
3416,regulation of phosphatase activity (GO:0010921),Feb-72,0.895503168,0.929844771,0,0,0.518375189,0.057212821,SPRED1;TIPRL,All,GO_Biological_Process_2018,HET
3417,DNA metabolic process (GO:0006259),12/314,0.898611854,0.932799604,0,0,0.718970202,0.076860856,MBD4;XRCC2;TDP1;TDG;TIMELESS;CDC7;IGF1;DNASE1L2;MNAT1;BACH1;ZNF365;MUTYH,All,GO_Biological_Process_2018,HET
3418,transcription-coupled nucleotide-excision repair (GO:0006283),Feb-73,0.899869028,0.933308091,0,0,0.51104707,0.053918558,XAB2;MNAT1,All,GO_Biological_Process_2018,HET
3419,nucleic acid phosphodiester bond hydrolysis (GO:0090305),Feb-73,0.899869028,0.933308091,0,0,0.51104707,0.053918558,DNASE1L2;PNRC2,All,GO_Biological_Process_2018,HET
3420,G2/M transition of mitotic cell cycle (GO:0000086),4/126,0.899891083,0.933308091,0,0,0.594360908,0.062694105,HAUS3;MNAT1;BACH1;DNM2,All,GO_Biological_Process_2018,HET
3421,nucleobase-containing compound catabolic process (GO:0034655),Jan-43,0.900292203,0.933451167,0,0,0.432204552,0.045396994,ENTPD1,All,GO_Biological_Process_2018,HET
3422,intrinsic apoptotic signaling pathway (GO:0097193),3/101,0.902841836,0.935821154,0,0,0.555111852,0.056736814,PYCARD;BCL2A1;FNIP2,All,GO_Biological_Process_2018,HET
3423,detection of chemical stimulus involved in sensory perception of taste (GO:0050912),Jan-44,0.905503071,0.936663573,0,0,0.422130965,0.041902666,RTP4,All,GO_Biological_Process_2018,HET
3424,protein N-linked glycosylation via asparagine (GO:0018279),Jan-44,0.905503071,0.936663573,0,0,0.422130965,0.041902666,ST3GAL6,All,GO_Biological_Process_2018,HET
3425,carboxylic acid biosynthetic process (GO:0046394),Jan-44,0.905503071,0.936663573,0,0,0.422130965,0.041902666,ASPG,All,GO_Biological_Process_2018,HET
3426,metaphase plate congression (GO:0051310),Jan-44,0.905503071,0.936663573,0,0,0.422130965,0.041902666,SPICE1,All,GO_Biological_Process_2018,HET
3427,positive regulation of viral process (GO:0048524),Jan-44,0.905503071,0.936663573,0,0,0.422130965,0.041902666,APOE,All,GO_Biological_Process_2018,HET
3428,ribosomal small subunit biogenesis (GO:0042274),Jan-44,0.905503071,0.936663573,0,0,0.422130965,0.041902666,RPS16,All,GO_Biological_Process_2018,HET
3429,positive regulation of viral life cycle (GO:1903902),Jan-44,0.905503071,0.936663573,0,0,0.422130965,0.041902666,PABPC1,All,GO_Biological_Process_2018,HET
3430,rRNA processing (GO:0006364),7/202,0.907272848,0.938220639,0,0,0.65010395,0.063262948,RPS16;RPL18A;RPL22;RPL13;EXOSC3;RPL10A;RPL7,All,GO_Biological_Process_2018,HET
3431,peptidyl-asparagine modification (GO:0018196),Jan-45,0.910441852,0.939853682,0,0,0.412515268,0.038704346,ST3GAL6,All,GO_Biological_Process_2018,HET
3432,nucleus organization (GO:0006997),Jan-45,0.910441852,0.939853682,0,0,0.412515268,0.038704346,REEP3,All,GO_Biological_Process_2018,HET
3433,mitochondrial gene expression (GO:0140053),Jan-45,0.910441852,0.939853682,0,0,0.412515268,0.038704346,GFM2,All,GO_Biological_Process_2018,HET
3434,protein complex subunit organization (GO:0071822),Jan-45,0.910441852,0.939853682,0,0,0.412515268,0.038704346,TGFBR1,All,GO_Biological_Process_2018,HET
3435,metal ion homeostasis (GO:0055065),Jan-45,0.910441852,0.939853682,0,0,0.412515268,0.038704346,CIB2,All,GO_Biological_Process_2018,HET
3436,nicotinamide nucleotide metabolic process (GO:0046496),Jan-45,0.910441852,0.939853682,0,0,0.412515268,0.038704346,HK2,All,GO_Biological_Process_2018,HET
3437,double-strand break repair via homologous recombination (GO:0000724),Feb-76,0.911966413,0.941153583,0,0,0.490251058,0.045177673,XRCC2;CDC7,All,GO_Biological_Process_2018,HET
3438,intraciliary transport (GO:0042073),Jan-46,0.915122742,0.942217813,0,0,0.403326935,0.035773921,IFT80,All,GO_Biological_Process_2018,HET
3439,maturation of SSU-rRNA (GO:0030490),Jan-46,0.915122742,0.942217813,0,0,0.403326935,0.035773921,RPS16,All,GO_Biological_Process_2018,HET
3440,mitotic spindle assembly (GO:0090307),Jan-46,0.915122742,0.942217813,0,0,0.403326935,0.035773921,SPICE1,All,GO_Biological_Process_2018,HET
3441,"mitochondrial electron transport, NADH to ubiquinone (GO:0006120)",Jan-46,0.915122742,0.942217813,0,0,0.403326935,0.035773921,NDUFB2,All,GO_Biological_Process_2018,HET
3442,regulation of DNA metabolic process (GO:0051052),Jan-46,0.915122742,0.942217813,0,0,0.403326935,0.035773921,GRHL2,All,GO_Biological_Process_2018,HET
3443,cellular response to ionizing radiation (GO:0071479),Jan-46,0.915122742,0.942217813,0,0,0.403326935,0.035773921,RHOB,All,GO_Biological_Process_2018,HET
3444,protein methylation (GO:0006479),Jan-46,0.915122742,0.942217813,0,0,0.403326935,0.035773921,EEF1A1,All,GO_Biological_Process_2018,HET
3445,tRNA aminoacylation for protein translation (GO:0006418),Jan-46,0.915122742,0.942217813,0,0,0.403326935,0.035773921,AARS2,All,GO_Biological_Process_2018,HET
3446,ERAD pathway (GO:0036503),Feb-77,0.915684638,0.942249321,0,0,0.483688761,0.042604881,HSPA5;EDEM1,All,GO_Biological_Process_2018,HET
3447,response to ionizing radiation (GO:0010212),Feb-77,0.915684638,0.942249321,0,0,0.483688761,0.042604881,XRCC2;RHOB,All,GO_Biological_Process_2018,HET
3448,visual perception (GO:0007601),Feb-78,0.919254948,0.945139514,0,0,0.477299156,0.040184664,EYA4;RPE65,All,GO_Biological_Process_2018,HET
3449,response to endoplasmic reticulum stress (GO:0034976),3/106,0.919499702,0.945139514,0,0,0.528024645,0.044314763,HSPA5;RASGRF1;THBS1,All,GO_Biological_Process_2018,HET
3450,peptide cross-linking (GO:0018149),Jan-47,0.919559195,0.945139514,0,0,0.394538096,0.033086304,THBS1,All,GO_Biological_Process_2018,HET
3451,postreplication repair (GO:0006301),Jan-47,0.919559195,0.945139514,0,0,0.394538096,0.033086304,DTL,All,GO_Biological_Process_2018,HET
3452,mitochondrial translation (GO:0032543),3/107,0.922501156,0.947265329,0,0,0.522919749,0.042182184,GFM2;MTIF2;MRPL32,All,GO_Biological_Process_2018,HET
3453,positive regulation of cell cycle process (GO:0090068),3/107,0.922501156,0.947265329,0,0,0.522919749,0.042182184,CDC7;IGF1;SIRT2,All,GO_Biological_Process_2018,HET
3454,negative regulation of mitotic cell cycle phase transition (GO:1901991),Feb-79,0.92268264,0.947265329,0,0,0.471075514,0.037907418,GPNMB;ZFP36L1,All,GO_Biological_Process_2018,HET
3455,protein ubiquitination (GO:0016567),20/506,0.923292407,0.947265329,0,0,0.743033682,0.059300994,MYLIP;ARRDC1;PELI3;RNF26;SIAH2;KLHL32;MUL1;KLHL3;KLHDC7B;PEX12;BACH1;HIF1A;RNF213;ENC1;RACK1;LONRF1;DTL;KBTBD8;RNF220;NFE2L2,All,GO_Biological_Process_2018,HET
3456,cytoplasmic microtubule organization (GO:0031122),Jan-48,0.923763962,0.947265329,0,0,0.386123249,0.030619069,CCDC88C,All,GO_Biological_Process_2018,HET
3457,cellular macromolecule catabolic process (GO:0044265),Jan-48,0.923763962,0.947265329,0,0,0.386123249,0.030619069,SIAH2,All,GO_Biological_Process_2018,HET
3458,amino acid transport (GO:0006865),Jan-48,0.923763962,0.947265329,0,0,0.386123249,0.030619069,SLC7A2,All,GO_Biological_Process_2018,HET
3459,protein K48-linked ubiquitination (GO:0070936),Jan-48,0.923763962,0.947265329,0,0,0.386123249,0.030619069,KLHL3,All,GO_Biological_Process_2018,HET
3460,transcription from RNA polymerase II promoter (GO:0006366),19/485,0.924901573,0.948157769,0,0,0.736254778,0.057477904,MBD4;CEBPA;EGR1;INTS12;SPI1;LEF1;TAF9;NFATC1;HIF1A;NRBP1;NR4A1;NR4A3;SOX18;RARA;HIVEP1;SOX9;HIVEP2;MNAT1;NFE2L2,All,GO_Biological_Process_2018,HET
3461,spindle assembly (GO:0051225),Feb-80,0.925972861,0.948981721,0,0,0.465011453,0.035764195,SPICE1;HAUS3,All,GO_Biological_Process_2018,HET
3462,protein heterooligomerization (GO:0051291),Jan-49,0.927749133,0.950527492,0,0,0.378059021,0.028352125,IKZF1,All,GO_Biological_Process_2018,HET
3463,sensory perception of light stimulus (GO:0050953),Feb-81,0.929130609,0.951667996,0,0,0.459100913,0.033746653,EYA4;RPE65,All,GO_Biological_Process_2018,HET
3464,regulation of ion transport (GO:0043269),Jan-50,0.931526166,0.953846221,0,0,0.370323945,0.026267447,KCNJ2,All,GO_Biological_Process_2018,HET
3465,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",Feb-82,0.932160737,0.95394522,0,0,0.453338136,0.031847011,MYO6;BCL3,All,GO_Biological_Process_2018,HET
3466,positive regulation of DNA metabolic process (GO:0051054),Feb-82,0.932160737,0.95394522,0,0,0.453338136,0.031847011,EYA4;IGF1,All,GO_Biological_Process_2018,HET
3467,regulation of signal transduction by p53 class mediator (GO:1901796),4/138,0.933686776,0.955231322,0,0,0.540789795,0.037105889,TP53RK;TAF9;BANP;CDK5R1,All,GO_Biological_Process_2018,HET
3468,positive regulation of protein ubiquitination (GO:0031398),Feb-83,0.93506795,0.956131652,0,0,0.44771765,0.030058007,LRRK2;CLU,All,GO_Biological_Process_2018,HET
3469,carboxylic acid transport (GO:0046942),Jan-51,0.935105921,0.956131652,0,0,0.362898273,0.024348831,SLC7A2,All,GO_Biological_Process_2018,HET
3470,protein modification process (GO:0036211),Feb-84,0.937856813,0.958668044,0,0,0.442234249,0.028372862,SERP1;ST3GAL6,All,GO_Biological_Process_2018,HET
3471,positive regulation of mitotic cell cycle (GO:0045931),Jan-52,0.938498693,0.959047786,0,0,0.355763803,0.022581686,IGF1,All,GO_Biological_Process_2018,HET
3472,modification-dependent protein catabolic process (GO:0019941),4/141,0.94033607,0.960372024,0,0,0.528863379,0.032534589,RNF213;ARRDC1;KLHL3;DTL,All,GO_Biological_Process_2018,HET
3473,double-strand break repair (GO:0006302),4/141,0.94033607,0.960372024,0,0,0.528863379,0.032534589,XRCC2;TDP1;PARP9;REC8,All,GO_Biological_Process_2018,HET
3474,calcium ion transmembrane transport (GO:0070588),Feb-86,0.943097035,0.96291456,0,0,0.431659119,0.025289225,TRPC4;CACNG2,All,GO_Biological_Process_2018,HET
3475,intracellular transport of virus (GO:0075733),Jan-54,0.944761811,0.964059304,0,0,0.342302539,0.019450464,CD209,All,GO_Biological_Process_2018,HET
3476,transport of virus (GO:0046794),Jan-54,0.944761811,0.964059304,0,0,0.342302539,0.019450464,CD209,All,GO_Biological_Process_2018,HET
3477,regulation of cellular catabolic process (GO:0031329),Jan-55,0.947650172,0.966172797,0,0,0.335945831,0.018063761,LRRK2,All,GO_Biological_Process_2018,HET
3478,positive regulation of DNA biosynthetic process (GO:2000573),Jan-55,0.947650172,0.966172797,0,0,0.335945831,0.018063761,GRHL2,All,GO_Biological_Process_2018,HET
3479,DNA recombination (GO:0006310),Jan-55,0.947650172,0.966172797,0,0,0.335945831,0.018063761,XRCC2,All,GO_Biological_Process_2018,HET
3480,mitochondrial translational termination (GO:0070126),Feb-89,0.950175831,0.968407049,0,0,0.416708072,0.02129721,GFM2;MRPL32,All,GO_Biological_Process_2018,HET
3481,ribosome assembly (GO:0042255),Jan-56,0.950387634,0.968407049,0,0,0.329820276,0.016783018,NLE1,All,GO_Biological_Process_2018,HET
3482,DNA replication (GO:0006260),3/120,0.953208014,0.971001961,0,0,0.464497041,0.022259686,TIMELESS;CDC7;IGF1,All,GO_Biological_Process_2018,HET
3483,sodium ion transport (GO:0006814),Jan-58,0.955440953,0.972997147,0,0,0.318213961,0.014504929,SCN2A,All,GO_Biological_Process_2018,HET
3484,"complement activation, classical pathway (GO:0006958)",3/123,0.958458247,0.975789725,0,0,0.4528125,0.019212507,C1QB;C1QA;C1QC,All,GO_Biological_Process_2018,HET
3485,organelle assembly (GO:0070925),13/376,0.958986073,0.976046945,0,0,0.646505657,0.027074833,GSN;NCF1;ATG9B;HAUS3;IFT80;FNBP1L;IRGM;KIF27;TMEM17;BIN2;TP53INP2;TCTN1;CCNO,All,GO_Biological_Process_2018,HET
3486,"regulation of mRNA splicing, via spliceosome (GO:0048024)",Jan-60,0.959979979,0.976498132,0,0,0.307394515,0.012554868,PRDX6,All,GO_Biological_Process_2018,HET
3487,nucleosome assembly (GO:0006334),Jan-60,0.959979979,0.976498132,0,0,0.307394515,0.012554868,SOX9,All,GO_Biological_Process_2018,HET
3488,regulation of nucleic acid-templated transcription (GO:1903506),23/607,0.960399702,0.976644995,0,0,0.709406057,0.028664066,STAT3;TCF7;LEF1;ZNF34;BACH1;HIF1A;YY1AP1;PHF21A;TGFBR1;PHF21B;DNM2;MLXIPL;SBNO2;SALL1;MAFB;GON4L;ZNF429;HIVEP1;HCLS1;HIVEP2;MZF1;ZNF334;ZNF233,All,GO_Biological_Process_2018,HET
3489,regulation of cellular macromolecule biosynthetic process (GO:2000112),24/631,0.961605167,0.977042026,0,0,0.712007282,0.02787604,CYFIP1;STAT3;TCF7;LEF1;ZNF34;BACH1;HIF1A;YY1AP1;PHF21A;TGFBR1;PHF21B;DNM2;MLXIPL;SBNO2;SALL1;MAFB;GON4L;ZNF429;HIVEP1;HCLS1;HIVEP2;MZF1;ZNF334;ZNF233,All,GO_Biological_Process_2018,HET
3490,humoral immune response mediated by circulating immunoglobulin (GO:0002455),3/125,0.961645864,0.977042026,0,0,0.445342055,0.017416892,C1QB;C1QA;C1QC,All,GO_Biological_Process_2018,HET
3491,transcription elongation from RNA polymerase II promoter (GO:0006368),Feb-95,0.961891952,0.977042026,0,0,0.38969973,0.015141062,TAF9;MNAT1,All,GO_Biological_Process_2018,HET
3492,interleukin-1-mediated signaling pathway (GO:0070498),Feb-95,0.961891952,0.977042026,0,0,0.38969973,0.015141062,EGR1;PELI3,All,GO_Biological_Process_2018,HET
3493,protein polyubiquitination (GO:0000209),9/283,0.962378841,0.977256728,0,0,0.593496308,0.022758862,MYLIP;RNF213;TRIM5;SIAH2;PELI3;RNF26;KLHL3;LONRF1;DTL,All,GO_Biological_Process_2018,HET
3494,translational termination (GO:0006415),Feb-96,0.963567704,0.977841065,0,0,0.38553355,0.014308123,GFM2;MRPL32,All,GO_Biological_Process_2018,HET
3495,ciliary basal body-plasma membrane docking (GO:0097711),Feb-96,0.963567704,0.977841065,0,0,0.38553355,0.014308123,TCTN1;HAUS3,All,GO_Biological_Process_2018,HET
3496,stress-activated MAPK cascade (GO:0051403),Jan-62,0.964057007,0.977841065,0,0,0.297284541,0.010882056,ZFP36L1,All,GO_Biological_Process_2018,HET
3497,regulation of translational initiation (GO:0006446),Jan-62,0.964057007,0.977841065,0,0,0.297284541,0.010882056,MTIF2,All,GO_Biological_Process_2018,HET
3498,cell cycle G2/M phase transition (GO:0044839),3/127,0.964602475,0.978114631,0,0,0.438112593,0.01578923,HAUS3;MNAT1;DNM2,All,GO_Biological_Process_2018,HET
3499,negative regulation of dephosphorylation (GO:0035305),Jan-63,0.965937147,0.979188071,0,0,0.29247415,0.010136134,SPRED1,All,GO_Biological_Process_2018,HET
3500,inorganic anion transmembrane transport (GO:0098661),Jan-64,0.96771902,0.980714104,0,0,0.28781647,0.009444266,SLC37A2,All,GO_Biological_Process_2018,HET
3501,chromatin assembly (GO:0031497),Jan-65,0.96940776,0.982144908,0,0,0.283304343,0.008802252,SOX9,All,GO_Biological_Process_2018,HET
3502,regulation of TOR signaling (GO:0032006),Jan-67,0.972525035,0.985021787,0,0,0.274690281,0.007652723,GNA12,All,GO_Biological_Process_2018,HET
3503,regulation of cellular response to stress (GO:0080135),2/104,0.974645658,0.986606207,0,0,0.35514494,0.009120584,HSPA1B;HSPA1A,All,GO_Biological_Process_2018,HET
3504,mRNA transport (GO:0051028),2/104,0.974645658,0.986606207,0,0,0.35514494,0.009120584,NXT1;ZFP36L1,All,GO_Biological_Process_2018,HET
3505,regulation of mitotic cell cycle (GO:0007346),4/165,0.975226068,0.986730596,0,0,0.449452711,0.011274957,TGFB1;MAP3K1;SIK1;OBSL1,All,GO_Biological_Process_2018,HET
3506,negative regulation of cell cycle G2/M phase transition (GO:1902750),Jan-69,0.975324913,0.986730596,0,0,0.266582929,0.006660473,DTL,All,GO_Biological_Process_2018,HET
3507,"DNA-templated transcription, termination (GO:0006353)",2/106,0.976859017,0.988000836,0,0,0.348278283,0.008154218,TTF1;MNAT1,All,GO_Biological_Process_2018,HET
3508,recombinational repair (GO:0000725),Jan-71,0.977839685,0.988429,0,0,0.258938854,0.005802702,XRCC2,All,GO_Biological_Process_2018,HET
3509,organelle membrane fusion (GO:0090174),Jan-71,0.977839685,0.988429,0,0,0.258938854,0.005802702,VAMP8,All,GO_Biological_Process_2018,HET
3510,nucleotide-excision repair (GO:0006289),2/108,0.978884844,0.988921829,0,0,0.341670745,0.007291687,XAB2;MNAT1,All,GO_Biological_Process_2018,HET
